Site;Parameter;Date (LT);Year;Month;Day;Hour;AQI;AQI Category;24-hr. Midpoint Avg. Conc.;Raw Conc.;Conc. Unit;Duration;QC Name
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 07:00 AM;2016;4;22;7;57;2;15;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 08:00 AM;2016;4;22;8;57;2;14.8;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 09:00 AM;2016;4;22;9;57;2;15;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 10:00 AM;2016;4;22;10;57;2;15;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 11:00 AM;2016;4;22;11;56;2;14.7;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 12:00 PM;2016;4;22;12;56;2;14.7;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 01:00 PM;2016;4;22;13;56;2;14.4;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 02:00 PM;2016;4;22;14;55;2;14.2;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 03:00 PM;2016;4;22;15;55;2;13.9;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 04:00 PM;2016;4;22;16;55;2;13.9;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 05:00 PM;2016;4;22;17;55;2;14;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 06:00 PM;2016;4;22;18;55;2;14;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 07:00 PM;2016;4;22;19;55;2;13.8;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 08:00 PM;2016;4;22;20;55;2;14;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 09:00 PM;2016;4;22;21;55;2;14.1;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 10:00 PM;2016;4;22;22;55;2;14.1;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-22 11:00 PM;2016;4;22;23;55;2;14.1;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 12:00 AM;2016;4;23;0;55;2;13.8;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 01:00 AM;2016;4;23;1;55;2;13.9;7;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 02:00 AM;2016;4;23;2;55;2;13.8;8;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 03:00 AM;2016;4;23;3;55;2;13.8;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 04:00 AM;2016;4;23;4;54;2;13.6;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 05:00 AM;2016;4;23;5;54;2;13.3;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 06:00 AM;2016;4;23;6;54;2;13.3;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 07:00 AM;2016;4;23;7;53;2;13.1;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 08:00 AM;2016;4;23;8;53;2;12.9;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 09:00 AM;2016;4;23;9;53;2;12.9;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 10:00 AM;2016;4;23;10;53;2;13;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 11:00 AM;2016;4;23;11;53;2;13;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 12:00 PM;2016;4;23;12;53;2;13.2;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 01:00 PM;2016;4;23;13;53;2;13.2;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 02:00 PM;2016;4;23;14;54;2;13.4;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 03:00 PM;2016;4;23;15;55;2;14;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 04:00 PM;2016;4;23;16;55;2;14;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 05:00 PM;2016;4;23;17;54;2;13.7;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 06:00 PM;2016;4;23;18;55;2;13.8;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 07:00 PM;2016;4;23;19;56;2;14.5;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 08:00 PM;2016;4;23;20;57;2;14.8;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 09:00 PM;2016;4;23;21;59;2;15.9;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 10:00 PM;2016;4;23;22;60;2;16.4;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-23 11:00 PM;2016;4;23;23;60;2;16.2;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 12:00 AM;2016;4;24;0;59;2;16.1;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 01:00 AM;2016;4;24;1;59;2;16.1;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 02:00 AM;2016;4;24;2;59;2;16;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 03:00 AM;2016;4;24;3;59;2;16.1;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 04:00 AM;2016;4;24;4;60;2;16.2;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 05:00 AM;2016;4;24;5;60;2;16.3;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 06:00 AM;2016;4;24;6;60;2;16.4;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 07:00 AM;2016;4;24;7;60;2;16.3;31;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 08:00 AM;2016;4;24;8;60;2;16.5;44;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 09:00 AM;2016;4;24;9;60;2;16.5;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 10:00 AM;2016;4;24;10;60;2;16.2;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 11:00 AM;2016;4;24;11;60;2;16.3;8;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 12:00 PM;2016;4;24;12;60;2;16.3;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 01:00 PM;2016;4;24;13;60;2;16.5;8;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 02:00 PM;2016;4;24;14;60;2;16.5;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 03:00 PM;2016;4;24;15;60;2;16.2;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 04:00 PM;2016;4;24;16;60;2;16.3;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 05:00 PM;2016;4;24;17;61;2;16.8;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 06:00 PM;2016;4;24;18;61;2;16.9;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 07:00 PM;2016;4;24;19;61;2;16.8;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 08:00 PM;2016;4;24;20;61;2;16.9;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 09:00 PM;2016;4;24;21;60;2;16.3;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 10:00 PM;2016;4;24;22;59;2;16;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-24 11:00 PM;2016;4;24;23;59;2;16;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 12:00 AM;2016;4;25;0;60;2;16.3;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 01:00 AM;2016;4;25;1;60;2;16.3;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 02:00 AM;2016;4;25;2;60;2;16.5;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 03:00 AM;2016;4;25;3;60;2;16.3;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 04:00 AM;2016;4;25;4;60;2;16.4;25;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 05:00 AM;2016;4;25;5;60;2;16.3;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 06:00 AM;2016;4;25;6;60;2;16.3;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 07:00 AM;2016;4;25;7;60;2;16.5;32;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 08:00 AM;2016;4;25;8;60;2;16.4;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 09:00 AM;2016;4;25;9;60;2;16.5;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 10:00 AM;2016;4;25;10;60;2;16.6;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 11:00 AM;2016;4;25;11;60;2;16.6;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 12:00 PM;2016;4;25;12;60;2;16.5;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 01:00 PM;2016;4;25;13;60;2;16.2;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 02:00 PM;2016;4;25;14;59;2;16.1;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 03:00 PM;2016;4;25;15;59;2;16.1;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 04:00 PM;2016;4;25;16;59;2;16;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 05:00 PM;2016;4;25;17;58;2;15.6;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 06:00 PM;2016;4;25;18;58;2;15.4;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 07:00 PM;2016;4;25;19;57;2;14.9;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 08:00 PM;2016;4;25;20;56;2;14.5;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 09:00 PM;2016;4;25;21;55;2;13.9;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 10:00 PM;2016;4;25;22;55;2;13.8;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-25 11:00 PM;2016;4;25;23;55;2;13.9;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 12:00 AM;2016;4;26;0;54;2;13.7;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 01:00 AM;2016;4;26;1;54;2;13.7;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 02:00 AM;2016;4;26;2;54;2;13.7;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 03:00 AM;2016;4;26;3;54;2;13.5;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 04:00 AM;2016;4;26;4;54;2;13.4;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 05:00 AM;2016;4;26;5;54;2;13.3;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 06:00 AM;2016;4;26;6;54;2;13.3;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 07:00 AM;2016;4;26;7;54;2;13.6;22;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 08:00 AM;2016;4;26;8;54;2;13.6;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 09:00 AM;2016;4;26;9;54;2;13.4;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 10:00 AM;2016;4;26;10;53;2;13.2;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 11:00 AM;2016;4;26;11;53;2;13.1;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 12:00 PM;2016;4;26;12;53;2;13;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 01:00 PM;2016;4;26;13;53;2;13;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 02:00 PM;2016;4;26;14;53;2;13;7;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 03:00 PM;2016;4;26;15;53;2;13.1;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 04:00 PM;2016;4;26;16;53;2;13.1;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 05:00 PM;2016;4;26;17;53;2;13.1;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 06:00 PM;2016;4;26;18;53;2;13.1;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 07:00 PM;2016;4;26;19;53;2;12.9;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 08:00 PM;2016;4;26;20;52;2;12.7;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 09:00 PM;2016;4;26;21;52;2;12.7;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 10:00 PM;2016;4;26;22;52;2;12.7;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-26 11:00 PM;2016;4;26;23;53;2;13;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 12:00 AM;2016;4;27;0;53;2;13.2;8;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 01:00 AM;2016;4;27;1;54;2;13.5;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 02:00 AM;2016;4;27;2;55;2;13.9;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 03:00 AM;2016;4;27;3;56;2;14.5;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 04:00 AM;2016;4;27;4;58;2;15.2;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 05:00 AM;2016;4;27;5;59;2;15.8;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 06:00 AM;2016;4;27;6;60;2;16.3;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 07:00 AM;2016;4;27;7;59;2;16.1;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 08:00 AM;2016;4;27;8;60;2;16.3;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 09:00 AM;2016;4;27;9;60;2;16.6;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 10:00 AM;2016;4;27;10;62;2;17.1;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 11:00 AM;2016;4;27;11;63;2;18;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 12:00 PM;2016;4;27;12;66;2;19.1;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 01:00 PM;2016;4;27;13;67;2;19.7;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 02:00 PM;2016;4;27;14;67;2;19.9;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 03:00 PM;2016;4;27;15;68;2;20.1;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 04:00 PM;2016;4;27;16;68;2;20.2;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 05:00 PM;2016;4;27;17;69;2;20.6;26;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 06:00 PM;2016;4;27;18;69;2;20.8;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 07:00 PM;2016;4;27;19;70;2;21.2;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 08:00 PM;2016;4;27;20;70;2;21.1;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 09:00 PM;2016;4;27;21;70;2;21;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 10:00 PM;2016;4;27;22;70;2;21.2;34;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-27 11:00 PM;2016;4;27;23;70;2;21.3;36;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 12:00 AM;2016;4;28;0;70;2;21.2;23;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 01:00 AM;2016;4;28;1;70;2;21.2;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 02:00 AM;2016;4;28;2;70;2;21.1;18;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 03:00 AM;2016;4;28;3;69;2;20.5;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 04:00 AM;2016;4;28;4;68;2;20;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 05:00 AM;2016;4;28;5;67;2;19.5;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 06:00 AM;2016;4;28;6;65;2;18.9;24;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 07:00 AM;2016;4;28;7;65;2;18.8;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 08:00 AM;2016;4;28;8;64;2;18.5;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 09:00 AM;2016;4;28;9;64;2;18.2;-999;UG/M3;1 Hr;Missing
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 10:00 AM;2016;4;28;10;63;2;17.6;985;UG/M3;1 Hr;Invalid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 11:00 AM;2016;4;28;11;60;2;16.5;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 12:00 PM;2016;4;28;12;58;2;15.3;19;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 01:00 PM;2016;4;28;13;56;2;14.6;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 02:00 PM;2016;4;28;14;55;2;14.2;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 03:00 PM;2016;4;28;15;54;2;13.7;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 04:00 PM;2016;4;28;16;54;2;13.3;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 05:00 PM;2016;4;28;17;52;2;12.6;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 06:00 PM;2016;4;28;18;50;1;12;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 07:00 PM;2016;4;28;19;48;1;11.5;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 08:00 PM;2016;4;28;20;48;1;11.4;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 09:00 PM;2016;4;28;21;48;1;11.4;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 10:00 PM;2016;4;28;22;48;1;11.6;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-28 11:00 PM;2016;4;28;23;49;1;11.7;8;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 12:00 AM;2016;4;29;0;49;1;11.7;8;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 01:00 AM;2016;4;29;1;48;1;11.5;7;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 02:00 AM;2016;4;29;2;48;1;11.5;6;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 03:00 AM;2016;4;29;3;49;1;11.7;8;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 04:00 AM;2016;4;29;4;49;1;11.8;9;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 05:00 AM;2016;4;29;5;48;1;11.6;7;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 06:00 AM;2016;4;29;6;49;1;11.7;12;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 07:00 AM;2016;4;29;7;49;1;11.8;11;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 08:00 AM;2016;4;29;8;51;2;12.1;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 09:00 AM;2016;4;29;9;51;2;12.1;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 10:00 AM;2016;4;29;10;51;2;12.2;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 11:00 AM;2016;4;29;11;52;2;12.4;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 12:00 PM;2016;4;29;12;54;2;13.5;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 01:00 PM;2016;4;29;13;56;2;14.7;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 02:00 PM;2016;4;29;14;58;2;15.2;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 03:00 PM;2016;4;29;15;59;2;15.8;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 04:00 PM;2016;4;29;16;59;2;16.1;10;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 05:00 PM;2016;4;29;17;60;2;16.4;16;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 06:00 PM;2016;4;29;18;61;2;16.7;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 07:00 PM;2016;4;29;19;62;2;17.3;17;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 08:00 PM;2016;4;29;20;64;2;18.1;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 09:00 PM;2016;4;29;21;65;2;18.6;13;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 10:00 PM;2016;4;29;22;64;2;18.5;14;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-29 11:00 PM;2016;4;29;23;65;2;18.6;36;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-30 12:00 AM;2016;4;30;0;65;2;18.6;35;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-30 01:00 AM;2016;4;30;1;65;2;18.7;21;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-30 02:00 AM;2016;4;30;2;65;2;18.7;20;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-30 03:00 AM;2016;4;30;3;66;2;19;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-30 04:00 AM;2016;4;30;4;66;2;19;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-30 05:00 AM;2016;4;30;5;66;2;19.2;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-30 06:00 AM;2016;4;30;6;66;2;19.1;27;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-30 07:00 AM;2016;4;30;7;66;2;19.2;30;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-30 08:00 AM;2016;4;30;8;66;2;19.2;28;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-30 09:00 AM;2016;4;30;9;66;2;19.3;15;UG/M3;1 Hr;Valid
Ho Chi Minh City;PM2.5 - Principal;2016-04-30 10:00 AM;2016;4;30;10;66;2;19.4;15;UG/M3;1 Hr;Valid
